,Date,Minimum temperature (C),Evaporation (mm),9am relative humidity (%),9am cloud amount (oktas),3pm relative humidity (%),3pm wind speed (km/h),avg_demand
121,3/07/2021,0.15976331360946744,0.06293706293706293,0.8695652173913044,0.125,0.44303797468354433,0.1875,8171.626666666664
122,4/07/2021,0.12426035502958582,0.04545454545454545,0.5072463768115942,0.125,0.30379746835443044,0.2708333333333333,8178.329375000001
123,5/07/2021,0.05325443786982248,0.12587412587412586,0.6376811594202898,0.125,0.26582278481012656,0.22916666666666666,8997.164166666671
124,6/07/2021,0.017751479289940808,0.09790209790209789,0.6376811594202898,0.875,0.3417721518987342,0.10416666666666666,9591.492083333333
125,8/07/2021,0.029585798816568032,0.020979020979020976,0.9130434782608696,0.5,0.5569620253164557,0.22916666666666666,9490.086666666668
126,9/07/2021,0.15976331360946744,0.06293706293706293,0.855072463768116,1.0,0.9240506329113923,0.22916666666666666,9911.211458333331
127,10/07/2021,0.24260355029585806,0.06993006993006992,0.7971014492753623,0.875,0.8354430379746834,0.35416666666666663,8979.385833333336
128,11/07/2021,0.22485207100591714,0.9999999999999999,0.9855072463768115,0.75,0.6329113924050633,0.22916666666666666,8315.970833333335
129,12/07/2021,0.14201183431952658,0.07692307692307691,0.9710144927536233,0.875,0.5569620253164557,0.22916666666666666,8894.415833333334
130,13/07/2021,0.136094674556213,0.02797202797202797,0.855072463768116,0.125,0.3291139240506329,0.22916666666666666,8866.735416666668
131,14/07/2021,0.26035502958579876,0.11188811188811187,0.5217391304347826,0.875,0.8354430379746834,0.08333333333333334,9544.245416666668
132,15/07/2021,0.408284023668639,0.048951048951048945,0.6231884057971016,0.125,0.40506329113924056,0.22916666666666666,8385.180833333336
133,17/07/2021,0.3609467455621302,0.23076923076923073,0.42028985507246375,0.375,0.2911392405063291,0.7708333333333334,8412.839791666667
134,18/07/2021,0.2485207100591716,0.15384615384615383,0.46376811594202905,0.125,0.25316455696202533,0.37499999999999994,7864.075000000001
135,19/07/2021,0.059171597633136064,0.1608391608391608,0.6666666666666667,0.25,0.3924050632911392,0.31249999999999994,9058.50895833333
136,20/07/2021,0.10059171597633138,0.11888111888111887,0.46376811594202905,0.375,0.3924050632911392,0.49999999999999994,9320.106041666664
137,23/07/2021,0.14201183431952658,0.10489510489510488,0.6521739130434783,0.875,0.6582278481012659,0.1875,9351.012916666665
138,25/07/2021,0.26035502958579876,0.2587412587412587,0.2753623188405797,0.125,0.13924050632911394,0.6458333333333334,8165.268333333334
139,26/07/2021,0.2189349112426035,0.07692307692307691,0.4782608695652174,0.125,0.2405063291139241,0.5833333333333334,8442.988125
140,27/07/2021,0.31952662721893493,0.13986013986013984,0.46376811594202905,0.125,0.2784810126582279,0.4583333333333333,8113.392291666666
