,Date,Minimum temperature (C),Rainfall (mm),Speed of maximum wind gust (km/h),9am cloud amount (oktas),3pm MSL pressure (hPa),avg_demand
73,3/05/2021,0.5492227979274612,0.010507880910683012,0.16666666666666666,0.25,0.67615658362989,5650.151875
74,5/05/2021,0.5025906735751294,0.07705779334500876,0.39583333333333337,0.875,0.412811387900355,6354.866875000001
75,8/05/2021,0.5129533678756476,0.0,0.08333333333333334,0.125,0.533807829181491,5564.008125
76,9/05/2021,0.5544041450777201,0.0,0.04166666666666666,0.875,0.5800711743772169,5606.865624999999
77,10/05/2021,0.533678756476684,0.0,0.0,0.875,0.548042704626333,5994.885625
78,13/05/2021,0.5388601036269429,0.1085814360770578,0.45833333333333337,0.125,0.43416370106761093,5896.407708333335
79,14/05/2021,0.40414507772020725,0.0,0.18749999999999997,0.0,0.4697508896797089,5834.806041666667
80,15/05/2021,0.26943005181347146,0.0,0.39583333333333337,0.125,0.4946619217081789,5541.123958333335
81,16/05/2021,0.2953367875647668,0.0,0.16666666666666666,0.0,0.6939501779359389,5496.117291666668
82,17/05/2021,0.13989637305699476,0.0,0.3125,0.0,0.7473309608540859,5986.6952083333335
83,18/05/2021,0.27979274611398963,0.0,0.27083333333333337,0.125,0.9217081850533759,6062.935208333332
84,19/05/2021,0.44041450777202074,0.0,0.35416666666666663,0.875,0.9572953736654739,6120.283958333333
85,20/05/2021,0.36269430051813467,0.0,0.18749999999999997,0.125,0.9003558718861129,5978.2889583333335
86,21/05/2021,0.3212435233160621,0.0,0.39583333333333337,0.125,0.8647686832740149,5926.9454166666665
87,22/05/2021,0.4145077720207253,0.0,0.3125,0.125,0.7722419928825559,5593.068124999999
88,24/05/2021,0.39896373056994816,0.0,0.27083333333333337,0.125,0.911032028469748,5970.468541666666
89,25/05/2021,0.4196891191709844,0.0,0.12499999999999997,0.125,0.836298932384338,5637.36625
90,26/05/2021,0.33678756476683935,0.0,0.16666666666666666,0.0,0.672597864768683,5635.838750000002
91,27/05/2021,0.39896373056994816,0.0,0.18749999999999997,0.5,0.70106761565836,5856.729166666668
92,28/05/2021,0.26943005181347146,0.0,0.12499999999999997,0.0,0.70106761565836,5791.524166666667
93,29/05/2021,0.2590673575129533,0.0,0.3125,0.875,0.8291814946619169,5593.761458333333
94,30/05/2021,0.2901554404145077,0.0,0.22916666666666666,0.75,0.8220640569394959,5634.055416666667
95,31/05/2021,0.316062176165803,0.0,0.18749999999999997,0.625,0.8042704626334469,5991.172083333335
96,1/06/2021,0.2642487046632124,0.0,0.16666666666666666,0.125,0.818505338078289,5920.131874999998
97,3/06/2021,0.46113989637305697,0.0,0.08333333333333334,0.875,0.537366548042705,6102.496458333332
98,6/06/2021,0.18134715025906734,0.0,0.08333333333333334,0.125,0.7971530249110259,5537.353958333333
99,7/06/2021,0.1968911917098446,0.0,0.08333333333333334,0.625,0.8149466192170749,6032.522916666665
100,8/06/2021,0.23316062176165797,0.0,0.12499999999999997,0.625,0.5693950177935889,6180.605208333333
101,9/06/2021,0.4248704663212435,0.006129597197898424,0.8541666666666666,0.875,0.39145907473309194,6195.269374999999
102,10/06/2021,0.18134715025906734,0.0,0.35416666666666663,0.125,0.412811387900355,6218.971874999999
103,11/06/2021,0.06735751295336784,0.0,0.27083333333333337,0.875,0.615658362989322,6292.9225
104,12/06/2021,0.08290155440414504,0.0,0.27083333333333337,0.125,0.6654804270462549,5851.694791666666
105,13/06/2021,0.025906735751295318,0.028384707060646934,0.35,0.75,0.583629893238431,5795.793958333335
106,14/06/2021,0.12435233160621761,0.0,0.08333333333333334,0.5,0.558718861209961,6229.164791666667
107,15/06/2021,0.2953367875647668,0.0,0.27083333333333337,0.875,0.572953736654803,6268.962083333335
108,18/06/2021,0.11398963730569944,0.0,0.7291666666666666,0.75,0.40569395017793397,6054.633541666665
109,19/06/2021,0.2953367875647668,0.0,0.5833333333333334,0.125,0.48398576512455094,5717.463541666667
110,20/06/2021,0.2642487046632124,0.0,0.22916666666666666,0.125,0.6298932384341569,5623.118958333333
111,21/06/2021,0.23316062176165797,0.0,0.16666666666666666,0.0,0.768683274021349,6016.614166666666
112,22/06/2021,0.26943005181347146,0.0,0.39583333333333337,0.125,0.9679715302491019,6151.950833333335
113,23/06/2021,0.36787564766839376,0.0008756567425569177,0.16666666666666666,0.875,0.9145907473309549,6087.133958333333
114,24/06/2021,0.47150259067357503,0.0035026269702276708,0.16666666666666666,1.0,0.7366548042704579,6143.032916666667
115,25/06/2021,0.5388601036269429,0.006129597197898424,0.12499999999999997,1.0,0.7188612099644089,6325.368958333333
116,26/06/2021,0.5181347150259067,0.009632224168126095,0.39583333333333337,1.0,0.765124555160142,6170.456875
117,29/06/2021,0.3212435233160621,0.0,0.35416666666666663,0.25,0.982206405693951,6241.378958333334
118,2/07/2021,0.46632124352331605,0.03064798598949212,0.45833333333333337,0.875,0.690391459074732,6228.075000000001
119,3/07/2021,0.5388601036269429,0.07793345008756568,0.12499999999999997,1.0,0.622775800711743,6091.813125
120,4/07/2021,0.40932642487046633,0.012259194395796848,0.12499999999999997,0.125,0.6619217081850479,5562.258541666665
121,6/07/2021,0.21761658031088071,0.0,0.12499999999999997,0.875,0.7046263345195669,6321.293333333334
122,7/07/2021,0.10362694300518133,0.0,0.12499999999999997,0.125,0.8113879003558679,6123.016250000001
123,8/07/2021,0.24352331606217614,0.0,0.08333333333333334,0.875,0.7615658362989279,6316.298541666667
124,9/07/2021,0.3523316062176166,0.043782837127845885,0.3125,1.0,0.4199288256227689,6258.065625
125,10/07/2021,0.33160621761658027,0.006129597197898424,0.6875,0.125,0.555160142348754,5774.383124999998
126,11/07/2021,0.23834196891191706,0.0008756567425569177,0.35416666666666663,0.125,0.7508896797153,5751.673125
127,13/07/2021,0.23316062176165797,0.0,0.04166666666666666,0.125,0.715302491103202,6095.630208333335
128,14/07/2021,0.33678756476683935,0.0,0.41666666666666663,0.875,0.622775800711743,6064.593958333332
129,15/07/2021,0.43523316062176165,0.0,0.18749999999999997,0.875,0.395017793594306,6115.126041666667
130,16/07/2021,0.5544041450777201,0.0008756567425569177,0.7291666666666666,0.75,0.22419928825622293,6262.262083333334
131,17/07/2021,0.43523316062176165,0.002626970227670753,0.8958333333333334,0.125,0.2597864768683209,5632.251041666666
132,18/07/2021,0.21243523316062174,0.0,0.39583333333333337,0.125,0.555160142348754,5620.699791666667
133,19/07/2021,0.1450777202072539,0.0,0.22916666666666666,0.5,0.590747330960852,6213.191041666668
134,20/07/2021,0.0,0.0,0.625,0.125,0.42348754448398296,6309.004166666665
135,22/07/2021,0.06735751295336784,0.0,0.18749999999999997,0.125,0.6120996441281079,6365.014375
136,23/07/2021,0.15544041450777202,0.0,0.12499999999999997,0.875,0.4270462633451899,6644.854166666667
137,24/07/2021,0.36787564766839376,0.01838879159369527,0.6875,0.125,0.33096085409252396,5726.730416666668
138,25/07/2021,0.4145077720207253,0.0,0.9999999999999999,0.125,0.47330960854092297,5712.669166666668
139,26/07/2021,0.051813471502590636,0.0,0.22916666666666666,0.875,0.7224199288256159,6289.933541666665
140,27/07/2021,0.010362694300518116,0.0,0.18749999999999997,0.125,0.7295373665480369,6189.041041666667
141,28/07/2021,0.21761658031088071,0.0,0.39583333333333337,0.125,0.530249110320284,6080.618958333333
142,29/07/2021,0.46113989637305697,0.0,0.5416666666666666,0.5,0.4519572953736599,5967.584791666665
143,31/07/2021,0.15544041450777202,0.0,0.18749999999999997,0.125,0.658362989323841,5544.008333333332
144,1/08/2021,0.2227979274611399,0.0,0.35,0.125,0.49110320284697195,5431.069374999999
145,2/08/2021,0.4196891191709844,0.028384707060646934,0.27083333333333337,0.375,0.6192170818505289,5833.051666666666
146,3/08/2021,0.533678756476684,0.0,0.625,0.875,0.540925266903912,5957.803333333332
147,4/08/2021,0.36787564766839376,0.0,0.7291666666666666,0.125,0.5765124555160099,5750.231041666666
148,5/08/2021,0.13471502590673573,0.0,0.41666666666666663,0.0,0.6441281138789989,5795.137500000001
149,6/08/2021,0.18134715025906734,0.0,0.12499999999999997,0.125,0.7793594306049769,5908.737499999999
150,8/08/2021,0.051813471502590636,0.0,0.45833333333333337,0.0,0.9288256227757969,5616.744791666667
151,9/08/2021,0.4196891191709844,0.006129597197898424,0.35416666666666663,0.875,1.0,6151.311041666667
152,11/08/2021,0.27979274611398963,0.0008756567425569177,0.22916666666666666,0.875,0.989323843416372,5988.96625
153,12/08/2021,0.33160621761658027,0.0,0.22916666666666666,0.125,0.918149466192169,5822.448125000002
154,13/08/2021,0.4870466321243523,0.0008756567425569177,0.16666666666666666,0.125,0.8469750889679659,5778.18
155,14/08/2021,0.4766839378238341,0.00788091068301226,0.12499999999999997,0.875,0.9003558718861129,5508.360833333333
156,16/08/2021,0.40414507772020725,0.0,0.35416666666666663,0.125,0.7117437722419879,5811.314583333333
157,17/08/2021,0.316062176165803,0.0,0.18749999999999997,0.0,0.6619217081850479,5705.057291666667
158,18/08/2021,0.3523316062176166,0.0,0.27083333333333337,0.875,0.8149466192170749,6044.130625000001
159,20/08/2021,0.2953367875647668,0.0008756567425569177,0.12499999999999997,0.125,0.7473309608540859,5729.645625
160,21/08/2021,0.31088082901554404,0.0,0.12499999999999997,0.0,0.7117437722419879,5386.730416666666
161,22/08/2021,0.3471502590673574,0.0,0.18749999999999997,0.0,0.758007117437721,5319.072083333333
162,23/08/2021,0.39896373056994816,0.0,0.35416666666666663,0.125,0.633451957295371,5709.526250000002
163,24/08/2021,0.40414507772020725,0.01838879159369527,0.9374999999999999,0.875,0.43416370106761093,5858.752916666665
164,25/08/2021,0.20725388601036265,0.0017513134851138354,0.5,0.0,0.5266903914590699,5762.885208333334
165,26/08/2021,0.18652849740932637,0.028384707060646934,0.35,0.5,0.5765124555160099,5896.651458333331
166,28/08/2021,0.11917098445595858,0.0,0.16666666666666666,0.125,0.5765124555160099,5517.233541666667
167,29/08/2021,0.227979274611399,0.0,0.22916666666666666,0.875,0.49110320284697195,5501.739999999999
168,30/08/2021,0.227979274611399,0.0,0.18749999999999997,0.0,0.6441281138789989,5736.055208333335
169,31/08/2021,0.4455958549222797,0.0,0.12499999999999997,0.875,0.7900355871886049,5933.774791666664
170,1/09/2021,0.5647668393782382,0.0,0.22916666666666666,0.5,0.9039145907473269,5844.393541666667
171,2/09/2021,0.5388601036269429,0.0148861646234676,0.5,0.25,0.992882562277579,5880.8875
172,4/09/2021,0.43523316062176165,0.009632224168126095,0.27083333333333337,0.5,0.758007117437721,5588.0647916666685
173,5/09/2021,0.46632124352331605,0.0,0.5,0.875,0.633451957295371,5720.598333333334
174,6/09/2021,0.2642487046632124,0.0008756567425569177,0.27083333333333337,0.75,0.758007117437721,5816.751041666666
175,7/09/2021,0.24870466321243523,0.0,0.39583333333333337,0.0,0.9217081850533759,5666.624375000002
176,9/09/2021,0.3264248704663213,0.0,0.16666666666666666,0.125,0.985765124555158,5747.886458333334
177,10/09/2021,0.316062176165803,0.0,0.16666666666666666,0.0,0.7508896797153,5644.404374999999
178,11/09/2021,0.3264248704663213,0.0,0.27083333333333337,0.0,0.679715302491104,5348.935833333336
179,12/09/2021,0.31088082901554404,0.0,0.45833333333333337,0.125,0.5124555160142279,5369.348750000002
180,14/09/2021,0.4248704663212435,0.0035026269702276708,0.6875,0.125,0.555160142348754,5590.387916666668
181,15/09/2021,0.23834196891191706,0.0,0.27083333333333337,0.0,0.6441281138789989,5555.20625
182,19/09/2021,0.49222797927461137,0.0,0.27083333333333337,0.125,0.7366548042704579,5256.354166666667
183,20/09/2021,0.4766839378238341,0.0,0.39583333333333337,0.125,0.530249110320284,5704.1256250000015
184,21/09/2021,0.5647668393782382,0.0,0.8958333333333334,0.125,0.49110320284697195,5620.6325
185,22/09/2021,0.5106217616580311,0.0,0.35,0.125,0.5850533807829166,5453.6812500000015
186,24/09/2021,0.5106217616580311,0.028384707060646934,0.35416666666666663,0.0,0.5800711743772169,5586.894375
187,25/09/2021,0.316062176165803,0.0,0.22916666666666666,0.75,0.516014234875442,5387.2910416666655
188,26/09/2021,0.5492227979274612,0.0,0.5833333333333334,0.875,0.6619217081850479,5438.576041666666
189,27/09/2021,0.4766839378238341,0.0017513134851138354,0.27083333333333337,1.0,0.7864768683273979,6081.214999999999
190,29/09/2021,0.36269430051813467,0.0008756567425569177,0.41666666666666663,1.0,0.7402135231316649,6068.969791666667
191,1/10/2021,0.49740932642487046,0.06567425569176882,0.39583333333333337,0.875,0.227758007117437,5873.258993055554
192,3/10/2021,0.4145077720207253,0.0,0.3125,0.375,0.17793594306049698,5214.8873611111085
193,4/10/2021,0.4818652849740933,0.0,0.39583333333333337,0.125,0.067615658362989,5659.384722222221
194,5/10/2021,0.5077720207253886,0.0,0.45833333333333337,0.0,0.338078291814945,5785.413402777774
195,6/10/2021,0.4455958549222797,0.0,0.22916666666666666,0.0,0.530249110320284,5643.542361111107
196,7/10/2021,0.4248704663212435,0.0,0.3125,0.125,0.5124555160142279,5796.789097222222
197,8/10/2021,0.5595854922279793,0.002626970227670753,0.39583333333333337,0.125,0.597864768683273,5837.280000000001
198,10/10/2021,0.7150259067357512,0.0,0.41666666666666663,0.125,0.45907473309608093,5494.4998958333335
199,11/10/2021,0.6683937823834195,0.0,0.27083333333333337,0.875,0.338078291814945,5998.236979166662
200,12/10/2021,0.5233160621761658,0.15411558669001751,0.35416666666666663,1.0,0.3523131672597799,6134.806215277779
201,13/10/2021,0.5595854922279793,0.002626970227670753,0.41666666666666663,0.875,0.44128113879003195,5981.359270833331
202,14/10/2021,0.5751295336787565,0.22504378283712784,0.3125,1.0,0.4092526690391409,6178.730868055556
203,16/10/2021,0.316062176165803,0.0008756567425569177,0.7708333333333334,0.125,0.29893238434163294,5293.893159722225
204,17/10/2021,0.33678756476683935,0.0,0.27083333333333337,0.0,0.47330960854092297,5282.6830902777765
205,18/10/2021,0.5699481865284973,0.0,0.41666666666666663,0.875,0.558718861209961,6193.548854166669
206,19/10/2021,0.46113989637305697,0.0788091068301226,0.16666666666666666,0.25,0.49110320284697195,5821.947534722217
